day,year,mo,da,report_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_REPORTS
4,2010,08,19,2010-08-19,77.9,62.4,1012.6,10.0,4.9,11.1,14.0,87.1,69.1,0.04,999.9,0,165
5,2010,08,20,2010-08-20,82.8,66.1,1010.1,9.8,7.4,14.0,20.0,93.0,75.0,0.0,999.9,0,168
6,2010,08,21,2010-08-21,78.2,67.7,1007.9,7.8,5.8,14.0,22.0,86.0,71.1,0.59,999.9,0,161
7,2010,08,22,2010-08-22,75.1,65.2,1015.8,9.4,9.2,12.0,17.1,80.1,69.1,0.0,999.9,0,173
1,2010,08,23,2010-08-23,72.7,63.0,1017.7,10.0,6.6,11.1,14.0,78.1,66.9,0.0,999.9,0,127
2,2010,08,24,2010-08-24,74.1,62.1,1016.0,10.0,4.6,8.0,999.9,81.0,68.0,0.0,999.9,0,116
3,2010,08,25,2010-08-25,72.3,51.6,1016.9,10.0,8.4,14.0,18.1,79.0,63.0,0.0,999.9,0,126
4,2010,08,26,2010-08-26,69.2,51.2,1020.9,10.0,6.0,11.1,999.9,78.1,62.1,0.0,999.9,0,130
5,2010,08,27,2010-08-27,71.4,52.6,1019.7,10.0,5.9,8.0,14.0,82.9,61.0,0.0,999.9,0,161
6,2010,08,28,2010-08-28,76.4,51.0,1018.3,10.0,6.6,12.0,18.1,87.1,64.9,0.0,999.9,0,148
7,2010,08,29,2010-08-29,81.1,60.0,1017.9,10.0,6.5,12.0,21.0,93.0,72.0,0.0,999.9,0,176
1,2010,08,30,2010-08-30,81.1,64.1,1020.3,10.0,8.4,15.0,22.0,90.0,73.0,0.0,999.9,0,154
2,2010,08,31,2010-08-31,82.3,67.2,1016.9,10.0,10.2,17.1,24.1,91.9,75.0,0.0,999.9,0,145
3,2010,09,01,2010-09-01,78.1,66.6,1012.4,9.1,7.6,13.0,22.0,89.1,71.1,0.0,999.9,0,177
4,2010,09,02,2010-09-02,75.4,67.2,1010.7,9.1,5.9,12.0,20.0,82.9,70.0,0.14,999.9,0,153
5,2010,09,03,2010-09-03,66.6,55.3,1008.3,9.7,13.2,24.1,33.0,81.0,60.1,0.92,999.9,0,122
6,2010,09,04,2010-09-04,59.8,43.8,1013.4,9.7,12.0,17.1,24.1,68.0,52.0,0.0,999.9,0,143
7,2010,09,05,2010-09-05,62.5,46.1,1015.1,10.0,5.6,12.0,15.9,77.0,52.0,0.0,999.9,0,136
1,2010,09,06,2010-09-06,74.1,49.6,1010.6,10.0,11.5,19.0,27.0,84.0,68.0,0.0,999.9,0,137
2,2010,09,07,2010-09-07,74.0,48.9,1010.3,10.0,16.5,22.9,36.9,82.9,64.0,0.0,999.9,0,145
3,2010,09,08,2010-09-08,62.7,45.8,1018.1,10.0,7.2,11.1,15.9,72.0,53.1,0.0,999.9,0,134
4,2010,09,09,2010-09-09,61.2,48.8,1019.2,10.0,5.2,8.9,999.9,68.0,53.1,0.0,999.9,0,108
5,2010,09,10,2010-09-10,64.4,50.3,1015.9,10.0,9.0,13.0,999.9,72.0,59.0,0.0,999.9,0,125
6,2010,09,11,2010-09-11,65.8,54.3,1010.8,8.2,8.8,13.0,20.0,75.0,59.0,0.0,999.9,0,148
7,2010,09,12,2010-09-12,67.9,49.4,1015.6,10.0,6.4,12.0,17.1,82.9,53.1,0.16,999.9,0,177
1,2010,09,13,2010-09-13,72.0,53.0,1015.2,10.0,6.0,12.0,17.1,82.0,61.0,0.0,999.9,0,117
2,2010,09,14,2010-09-14,67.6,48.2,1018.1,10.0,4.1,11.1,999.9,77.0,57.9,0.0,999.9,0,145
3,2010,09,15,2010-09-15,67.4,51.3,1018.2,10.0,6.7,13.0,15.9,75.0,61.0,0.0,999.9,0,146
4,2010,09,16,2010-09-16,67.5,57.7,1009.0,8.8,11.2,21.0,28.0,75.0,60.1,0.04,999.9,0,126
5,2010,09,17,2010-09-17,62.0,47.8,1018.4,10.0,4.7,11.1,18.1,73.9,51.1,0.03,999.9,0,123
6,2010,09,18,2010-09-18,64.8,53.8,1018.8,9.9,6.6,12.0,20.0,73.0,61.0,0.0,999.9,0,164
7,2010,09,19,2010-09-19,62.0,49.5,1021.9,10.0,6.4,12.0,999.9,68.0,55.9,0.23,999.9,0,176
1,2010,09,20,2010-09-20,67.5,55.5,1018.6,10.0,6.5,11.1,999.9,77.0,62.1,0.01,999.9,0,134
2,2010,09,21,2010-09-21,77.6,62.5,1011.5,10.0,9.5,19.0,28.0,89.1,70.0,0.0,999.9,0,140
3,2010,09,22,2010-09-22,68.2,61.6,1014.6,10.0,4.8,8.9,14.0,78.1,64.0,0.03,999.9,0,148
4,2010,09,23,2010-09-23,75.2,61.5,1014.0,9.1,9.7,18.1,28.9,90.0,64.9,0.0,999.9,0,130
5,2010,09,24,2010-09-24,72.1,56.4,1009.3,9.3,16.6,22.0,33.0,84.9,59.0,0.19,999.9,0,151
6,2010,09,25,2010-09-25,56.6,43.1,1018.4,10.0,8.2,13.0,18.1,66.0,52.0,0.01,999.9,0,170
7,2010,09,26,2010-09-26,55.4,43.7,1020.4,9.5,10.5,18.1,22.0,59.0,51.8,0.05,999.9,0,147
1,2010,09,27,2010-09-27,55.1,45.6,1016.2,9.7,3.8,8.0,999.9,63.0,51.1,0.01,999.9,0,105
2,2010,09,28,2010-09-28,57.9,43.3,1008.4,9.9,2.8,8.0,999.9,70.0,46.0,0.0,999.9,0,129
3,2010,09,29,2010-09-29,62.6,44.7,1010.0,10.0,4.5,11.1,15.9,75.9,50.0,0.0,999.9,0,130
4,2010,09,30,2010-09-30,66.0,48.7,1010.6,10.0,8.6,15.0,21.0,75.0,60.1,0.0,999.9,0,135
5,2010,10,01,2010-10-01,60.5,44.1,1017.8,10.0,4.2,9.9,999.9,73.9,48.9,0.0,999.9,0,150
6,2010,10,02,2010-10-02,54.3,43.9,1018.6,9.9,14.2,24.1,32.1,69.1,50.0,0.13,999.9,0,141
7,2010,10,03,2010-10-03,49.1,38.4,1027.3,10.0,11.1,18.1,22.9,57.0,44.1,0.15,999.9,0,125
1,2010,10,04,2010-10-04,49.8,37.5,1029.2,10.0,4.9,8.9,14.0,59.0,41.0,0.01,999.9,0,103
2,2010,10,05,2010-10-05,52.5,37.4,1028.0,10.0,2.5,7.0,999.9,66.0,39.9,0.0,999.9,0,114
3,2010,10,06,2010-10-06,59.3,41.2,1020.9,10.0,5.0,13.0,17.1,78.1,45.0,0.0,999.9,0,127
4,2010,10,07,2010-10-07,63.2,41.8,1017.2,10.0,5.1,8.0,999.9,75.9,48.9,0.0,999.9,0,120
5,2010,10,08,2010-10-08,63.4,37.9,1017.9,10.0,4.8,14.0,18.1,79.0,48.9,0.0,999.9,0,131
6,2010,10,09,2010-10-09,69.8,46.2,1015.0,10.0,4.8,8.0,999.9,87.1,55.9,0.0,999.9,0,154
7,2010,10,10,2010-10-10,71.9,50.0,1012.9,10.0,3.7,9.9,17.1,84.0,59.0,0.0,999.9,0,172
1,2010,10,11,2010-10-11,68.6,52.1,1009.5,10.0,2.7,8.0,999.9,81.0,57.0,0.0,999.9,0,157
2,2010,10,12,2010-10-12,63.9,54.5,1012.1,9.9,4.9,8.9,999.9,75.9,54.0,0.0,999.9,0,156
3,2010,10,13,2010-10-13,60.5,51.7,1016.2,9.7,7.0,14.0,20.0,64.0,55.0,0.0,999.9,0,135
4,2010,10,14,2010-10-14,54.3,33.7,1017.8,10.0,5.8,14.0,19.0,66.0,43.0,0.26,999.9,0,115
5,2010,10,15,2010-10-15,55.5,37.6,1014.2,10.0,9.5,18.1,22.9,62.1,48.0,0.0,999.9,0,129
6,2010,10,16,2010-10-16,55.2,40.0,1018.9,10.0,5.8,13.0,22.9,71.1,44.1,0.0,999.9,0,157
7,2010,10,17,2010-10-17,57.3,37.7,1017.9,10.0,5.4,8.9,999.9,66.0,48.0,0.0,999.9,0,182
1,2010,10,18,2010-10-18,54.6,40.3,1017.2,10.0,4.8,11.1,999.9,60.1,51.1,0.0,999.9,0,119
2,2010,10,19,2010-10-19,50.6,36.2,1015.8,10.0,5.0,13.0,15.0,61.0,39.9,0.0,999.9,0,135
3,2010,10,20,2010-10-20,55.1,33.7,1009.6,10.0,8.7,17.1,22.9,70.0,46.0,0.0,999.9,0,138
4,2010,10,21,2010-10-21,51.4,31.1,1011.4,10.0,9.7,17.1,39.0,64.9,42.1,0.0,999.9,0,114
5,2010,10,22,2010-10-22,49.4,28.1,1019.3,10.0,3.7,8.9,999.9,64.9,37.0,0.0,999.9,0,123
6,2010,10,23,2010-10-23,59.9,39.6,1015.1,9.7,9.1,17.1,26.0,66.9,54.0,0.01,999.9,0,141
7,2010,10,24,2010-10-24,65.1,48.4,1009.0,10.0,7.5,14.0,22.0,73.0,57.0,0.21,999.9,0,133
1,2010,10,25,2010-10-25,63.4,57.1,1000.3,8.3,6.8,21.0,28.0,72.0,57.0,1.02,999.9,0,132
2,2010,10,26,2010-10-26,64.5,51.6,989.8,9.4,18.9,28.9,41.0,71.1,55.9,0.05,999.9,0,139
3,2010,10,27,2010-10-27,57.1,31.8,1000.1,10.0,17.4,29.9,42.9,64.9,52.0,0.35,999.9,0,127
4,2010,10,28,2010-10-28,44.3,30.5,1016.2,10.0,15.8,25.1,33.0,55.0,41.0,0.0,999.9,0,128
5,2010,10,29,2010-10-29,40.8,26.3,1026.7,10.0,7.2,12.0,19.0,50.0,33.1,0.0,999.9,0,120
6,2010,10,30,2010-10-30,49.4,28.5,1013.7,10.0,10.2,18.1,25.1,63.0,41.0,0.0,999.9,0,140
7,2010,10,31,2010-10-31,46.7,32.9,1019.7,10.0,9.6,15.9,21.0,55.9,39.0,0.0,999.9,0,135
1,2010,11,01,2010-11-01,45.8,32.9,1029.2,10.0,5.6,12.0,999.9,53.1,39.9,0.0,999.9,0,147
2,2010,11,02,2010-11-02,44.6,29.4,1031.0,10.0,5.3,9.9,999.9,52.0,37.0,0.0,999.9,0,118
3,2010,11,03,2010-11-03,42.4,31.9,1019.6,9.9,4.4,11.1,14.0,53.1,35.1,0.0,999.9,0,127
4,2010,11,04,2010-11-04,46.1,33.1,1010.2,9.9,10.8,20.0,26.0,50.0,41.0,0.01,999.9,0,97
5,2010,11,05,2010-11-05,38.6,23.3,1015.6,10.0,13.8,21.0,33.0,45.0,32.0,0.04,999.9,0,105
6,2010,11,06,2010-11-06,35.8,17.2,1025.5,10.0,5.6,8.9,999.9,46.0,26.1,0.0,999.9,0,142
7,2010,11,07,2010-11-07,44.7,21.9,1024.3,10.0,7.9,11.1,18.1,60.1,36.0,0.0,999.9,0,166
1,2010,11,08,2010-11-08,53.2,30.4,1015.9,10.0,5.3,9.9,999.9,68.0,41.0,0.0,999.9,0,124
2,2010,11,09,2010-11-09,56.3,34.6,1013.7,10.0,4.8,8.9,999.9,69.1,46.0,0.0,999.9,0,156
3,2010,11,10,2010-11-10,57.5,37.2,1017.5,10.0,6.1,9.9,15.9,70.0,45.0,0.0,999.9,0,139
4,2010,11,11,2010-11-11,58.7,40.7,1023.8,9.8,5.9,8.0,999.9,68.0,50.0,0.0,999.9,0,138
5,2010,11,12,2010-11-12,55.2,43.6,1027.2,9.9,7.2,9.9,999.9,64.0,50.0,0.0,999.9,0,125
6,2010,11,13,2010-11-13,52.2,42.2,1017.1,8.8,9.0,18.1,25.1,59.0,44.1,0.0,999.9,0,127
7,2010,11,14,2010-11-14,42.1,28.6,1012.4,10.0,14.8,21.0,27.0,48.9,39.0,0.04,999.9,0,160
1,2010,11,15,2010-11-15,42.7,34.3,1012.4,9.5,6.3,12.0,19.0,51.1,36.0,0.05,999.9,0,122
2,2010,11,16,2010-11-16,43.9,30.6,1008.5,10.0,4.6,8.0,999.9,48.9,34.0,0.0,999.9,0,97
3,2010,11,17,2010-11-17,41.7,35.1,1011.0,7.2,6.3,11.1,999.9,46.9,36.0,0.0,999.9,0,116
4,2010,11,18,2010-11-18,38.3,28.7,1025.3,8.7,6.9,12.0,15.0,44.6,33.1,0.0,999.9,0,107
5,2010,11,19,2010-11-19,37.4,25.9,1022.3,9.5,7.5,19.0,25.1,51.1,30.0,0.0,999.9,0,120
6,2010,11,20,2010-11-20,40.3,31.0,1022.8,8.4,6.1,12.0,999.9,46.9,34.0,0.0,999.9,0,142
7,2010,11,21,2010-11-21,47.5,41.3,1017.5,5.1,9.2,15.0,22.9,55.9,41.0,0.0,999.9,0,138
1,2010,11,22,2010-11-22,61.7,55.4,1009.2,7.1,11.1,20.0,28.9,66.9,57.0,0.0,999.9,0,126
2,2010,11,23,2010-11-23,38.0,27.1,1019.8,9.2,12.7,19.0,28.9,62.6,28.0,1.53,999.9,0,141
3,2010,11,24,2010-11-24,31.2,22.1,1024.2,9.7,9.3,20.0,28.0,36.0,27.0,0.0,999.9,0,96
4,2010,11,25,2010-11-25,37.9,35.3,1007.8,6.0,9.0,18.1,26.0,41.0,30.0,0.26,999.9,0,145
5,2010,11,26,2010-11-26,25.2,10.3,1013.0,10.0,14.4,20.0,26.0,33.1,19.0,0.02,999.9,0,110
6,2010,11,27,2010-11-27,28.8,15.9,1016.8,10.0,9.7,15.0,25.1,35.1,21.9,0.0,999.9,0,146
7,2010,11,28,2010-11-28,32.8,22.6,1022.9,10.0,6.8,14.0,25.1,46.0,24.1,0.0,999.9,0,137
1,2010,11,29,2010-11-29,41.7,30.1,1016.2,9.9,9.9,15.0,22.0,50.0,37.0,0.0,999.9,0,119
2,2010,11,30,2010-11-30,40.5,35.7,1005.7,8.4,13.5,21.0,28.0,50.0,28.9,0.56,999.9,0,118
3,2010,12,01,2010-12-01,25.0,16.0,1012.4,8.3,14.4,22.0,28.0,28.9,21.9,0.02,999.9,0,135
4,2010,12,02,2010-12-02,27.3,15.7,1020.5,10.0,10.3,15.9,22.9,33.1,24.1,0.0,999.9,0,105
5,2010,12,03,2010-12-03,27.3,15.8,1024.0,10.0,4.9,8.0,999.9,32.0,19.0,0.0,999.9,0,106
6,2010,12,04,2010-12-04,30.4,24.6,1020.8,3.7,4.5,9.9,999.9,33.8,28.0,0.1,3.1,1,133
7,2010,12,05,2010-12-05,25.1,18.0,1025.5,9.8,10.2,14.0,20.0,30.9,21.2,0.22,2.0,0,126
1,2010,12,06,2010-12-06,15.3,6.8,1025.1,9.5,10.0,13.0,20.0,21.9,10.9,0.0,2.0,0,112
2,2010,12,07,2010-12-07,17.9,6.8,1022.1,10.0,9.7,12.0,17.1,21.0,12.9,0.0,2.0,0,109
3,2010,12,08,2010-12-08,16.9,5.7,1024.8,10.0,6.0,8.0,999.9,26.1,10.9,0.0,2.0,0,87
4,2010,12,09,2010-12-09,18.2,9.8,1025.5,9.0,5.9,13.0,21.0,26.1,12.0,0.0,2.0,0,109
5,2010,12,10,2010-12-10,30.8,24.0,1015.2,6.5,8.8,15.9,22.9,37.9,26.1,0.04,2.0,0,99
6,2010,12,11,2010-12-11,32.6,29.1,1011.9,3.8,6.7,15.9,24.1,37.9,26.1,0.0,1.2,0,122
7,2010,12,12,2010-12-12,26.0,22.2,1001.1,4.1,15.6,28.9,39.0,37.9,21.0,0.41,3.1,1,133
1,2010,12,13,2010-12-13,14.1,4.3,1017.8,9.3,18.7,28.0,36.9,19.9,8.6,0.07,3.1,0,98
2,2010,12,14,2010-12-14,13.0,2.7,1024.4,10.0,8.5,15.9,999.9,21.9,7.0,0.0,3.1,0,99
3,2010,12,15,2010-12-15,13.7,4.4,1021.1,9.7,2.5,7.0,999.9,24.1,5.0,0.0,2.0,0,108
4,2010,12,16,2010-12-16,24.4,9.2,1012.0,9.8,4.1,8.0,999.9,28.9,19.0,0.0,2.0,0,124
5,2010,12,17,2010-12-17,18.7,10.5,1018.9,7.6,8.3,13.0,17.1,26.1,12.9,0.0,3.1,0,106
6,2010,12,18,2010-12-18,14.7,6.2,1019.9,9.0,10.2,15.0,20.0,19.9,10.9,0.0,3.1,0,132
7,2010,12,19,2010-12-19,17.4,8.1,1019.3,10.0,7.7,11.1,15.0,21.0,12.9,0.0,3.1,0,114
1,2010,12,20,2010-12-20,17.4,9.9,1022.4,8.0,4.0,11.1,999.9,26.6,10.0,0.0,3.1,0,107
2,2010,12,21,2010-12-21,28.0,25.0,1018.5,1.8,7.6,11.1,999.9,30.9,24.8,0.1,5.1,1,112
3,2010,12,22,2010-12-22,28.7,23.1,1022.0,5.7,8.6,15.0,19.0,36.0,19.0,0.0,5.1,1,99
4,2010,12,23,2010-12-23,27.1,20.6,1032.6,9.7,6.0,9.9,999.9,35.1,19.9,0.0,3.9,0,120
5,2010,12,24,2010-12-24,29.5,23.4,1030.4,5.6,5.2,8.0,999.9,32.0,28.0,0.0,3.9,0,129
6,2010,12,25,2010-12-25,29.9,25.5,1024.3,5.5,7.9,14.0,999.9,32.0,27.0,0.1,7.1,1,126
7,2010,12,26,2010-12-26,29.4,23.2,1025.1,7.2,9.9,18.1,22.9,32.0,26.1,0.02,7.1,0,140
1,2010,12,27,2010-12-27,21.1,14.6,1026.5,9.7,8.2,12.0,999.9,28.0,14.0,0.03,5.9,0,104
2,2010,12,28,2010-12-28,19.5,13.7,1022.0,6.3,8.2,9.9,17.1,28.0,14.0,0.0,5.9,0,138
3,2010,12,29,2010-12-29,25.2,19.9,1016.7,6.0,6.1,15.0,21.0,37.0,18.0,0.0,3.9,0,124
4,2010,12,30,2010-12-30,40.0,36.0,1008.4,4.4,11.3,17.1,26.0,46.9,35.1,0.01,1.2,0,93
5,2010,12,31,2010-12-31,49.9,45.3,1006.3,8.0,10.5,15.0,25.1,55.9,46.4,0.0,999.9,1,129
6,2011,01,01,2011-01-01,34.1,23.4,1010.9,9.7,15.4,22.0,29.9,55.9,19.0,1.05,999.9,0,275
7,2011,01,02,2011-01-02,18.0,5.0,1023.0,10.0,11.9,18.1,26.0,25.0,12.9,0.0,999.9,0,133
1,2011,01,03,2011-01-03,27.0,15.0,1020.3,10.0,7.2,12.0,15.9,36.0,21.9,0.0,999.9,0,126
2,2011,01,04,2011-01-04,26.6,16.5,1016.1,10.0,9.0,14.0,21.0,34.0,19.9,0.0,999.9,0,115
3,2011,01,05,2011-01-05,19.4,8.7,1017.0,10.0,6.0,11.1,15.0,30.9,10.9,0.0,999.9,0,116
4,2011,01,06,2011-01-06,27.6,16.3,1007.0,8.5,10.0,17.1,21.0,32.0,23.0,0.0,999.9,0,102
5,2011,01,07,2011-01-07,19.6,7.0,1000.8,8.6,8.6,13.0,20.0,24.1,17.1,0.0,999.9,0,116
6,2011,01,08,2011-01-08,16.2,5.5,1008.0,8.4,11.5,15.9,22.0,24.1,10.0,0.0,999.9,0,149
7,2011,01,09,2011-01-09,19.4,7.1,1024.8,10.0,4.9,11.1,999.9,30.9,10.9,0.0,999.9,0,121
1,2011,01,10,2011-01-10,25.8,12.4,1030.2,10.0,4.5,9.9,999.9,32.0,19.0,0.0,999.9,0,102
2,2011,01,11,2011-01-11,26.1,18.0,1024.8,4.9,7.3,14.0,19.0,28.9,23.0,0.0,3.1,1,102
3,2011,01,12,2011-01-12,25.2,17.0,1026.2,8.5,12.1,17.1,24.1,28.9,21.9,0.09,3.1,0,97
4,2011,01,13,2011-01-13,23.5,15.5,1032.8,8.8,6.4,8.0,999.9,27.0,19.0,0.0,2.0,0,117
5,2011,01,14,2011-01-14,20.2,12.7,1026.9,6.7,5.1,9.9,999.9,27.0,15.8,0.0,2.0,0,114
6,2011,01,15,2011-01-15,23.7,14.7,1019.5,7.5,9.9,15.9,21.0,27.0,21.9,0.0,1.2,0,154
7,2011,01,16,2011-01-16,18.2,9.4,1025.5,9.5,4.7,8.9,999.9,24.1,10.0,0.0,2.0,0,136
1,2011,01,17,2011-01-17,24.5,16.3,1016.4,7.0,9.3,14.0,22.9,34.0,19.0,0.0,2.0,0,140
2,2011,01,18,2011-01-18,32.0,27.8,1007.2,3.2,9.6,18.1,25.1,35.6,25.0,0.14,1.2,0,92
3,2011,01,19,2011-01-19,22.8,14.7,1018.8,8.6,9.4,14.0,999.9,25.0,19.0,0.03,1.2,0,105
4,2011,01,20,2011-01-20,18.4,8.3,1020.7,9.6,7.4,15.0,22.0,21.9,16.0,0.0,1.2,0,109
5,2011,01,21,2011-01-21,6.6,-5.9,1020.2,9.8,9.0,19.0,22.9,16.0,-0.9,0.0,999.9,0,106
6,2011,01,22,2011-01-22,10.7,1.7,1016.3,7.6,8.0,12.0,999.9,19.4,3.9,0.0,1.2,0,106
7,2011,01,23,2011-01-23,13.0,-0.1,1024.1,9.0,8.1,12.0,18.1,21.0,7.0,0.0,1.2,0,158
1,2011,01,24,2011-01-24,21.2,14.5,1019.8,5.3,8.3,12.0,15.0,28.9,15.8,0.0,1.2,0,99
2,2011,01,25,2011-01-25,25.0,20.2,1020.2,4.1,5.7,9.9,999.9,30.9,21.0,0.0,1.2,0,110
3,2011,01,26,2011-01-26,26.7,20.8,1017.9,5.0,5.8,8.9,999.9,30.2,21.0,0.0,1.2,0,94
4,2011,01,27,2011-01-27,21.7,16.2,1015.3,3.9,8.0,12.0,18.1,26.6,17.6,0.0,2.0,1,122
5,2011,01,28,2011-01-28,25.8,17.4,1012.6,7.0,5.6,9.9,999.9,32.0,18.0,0.02,2.0,0,125
6,2011,01,29,2011-01-29,30.0,22.5,1011.9,6.4,7.9,14.0,22.9,35.1,26.1,0.0,1.2,0,139
7,2011,01,30,2011-01-30,30.5,24.2,1022.7,7.9,6.2,12.0,999.9,34.0,28.9,0.0,1.2,0,134
1,2011,01,31,2011-01-31,24.3,13.6,1029.0,10.0,13.1,17.1,22.0,28.9,21.0,0.0,1.2,0,97
2,2011,02,01,2011-02-01,22.1,15.5,1022.0,4.6,17.2,28.0,39.0,24.8,19.4,0.02,5.9,1,101
3,2011,02,02,2011-02-02,21.6,15.2,1018.1,3.5,22.6,42.0,49.9,25.0,19.0,0.26,20.1,1,70
4,2011,02,03,2011-02-03,10.0,-2.3,1033.3,10.0,7.9,17.1,999.9,21.0,-2.0,0.01,18.9,0,97
5,2011,02,04,2011-02-04,14.7,-0.6,1023.8,10.0,9.9,14.0,22.0,27.0,7.0,0.0,18.9,0,108
6,2011,02,05,2011-02-05,19.4,7.6,1008.5,10.0,5.7,9.9,19.0,28.9,10.9,0.0,16.1,0,107
7,2011,02,06,2011-02-06,28.3,23.2,1010.7,5.4,4.2,8.0,999.9,32.0,24.1,0.04,16.1,0,132
1,2011,02,07,2011-02-07,28.2,20.7,1016.4,7.8,7.0,11.1,999.9,32.0,23.0,0.06,16.1,0,99
2,2011,02,08,2011-02-08,18.5,9.0,1026.6,7.3,9.2,17.1,22.9,26.6,9.0,0.03,999.9,0,87
3,2011,02,09,2011-02-09,6.3,-5.6,1027.8,10.0,9.6,13.0,999.9,12.9,3.0,0.0,999.9,0,103
4,2011,02,10,2011-02-10,4.1,-6.5,1023.4,10.0,7.8,14.0,22.0,15.1,-6.0,0.0,999.9,0,84
5,2011,02,11,2011-02-11,16.6,7.0,1017.1,9.5,6.1,13.0,17.1,25.0,10.0,0.0,999.9,0,112
6,2011,02,12,2011-02-12,30.8,22.1,1017.7,8.9,9.0,14.0,21.0,36.0,25.0,0.0,999.9,0,134
7,2011,02,13,2011-02-13,38.8,27.0,1009.5,9.9,10.8,14.0,21.0,48.9,34.0,0.0,999.9,0,142
1,2011,02,14,2011-02-14,40.9,27.7,1011.8,10.0,14.2,24.1,32.1,46.0,36.0,0.0,999.9,0,132
2,2011,02,15,2011-02-15,32.6,20.2,1026.7,10.0,8.5,15.9,20.0,39.9,27.0,0.0,999.9,0,129
3,2011,02,16,2011-02-16,41.8,31.6,1016.6,9.7,6.4,9.9,999.9,51.1,36.0,0.03,999.9,0,116
4,2011,02,17,2011-02-17,52.1,44.9,1007.8,9.8,12.1,17.1,27.0,57.9,48.0,0.0,999.9,0,118
5,2011,02,18,2011-02-18,46.9,31.3,1017.0,9.9,14.1,20.0,27.0,57.2,37.9,0.0,999.9,0,142
6,2011,02,19,2011-02-19,33.4,17.3,1028.6,10.0,9.4,15.9,20.0,43.0,28.0,0.0,999.9,0,129
7,2011,02,20,2011-02-20,32.7,26.9,1021.9,7.8,8.4,14.0,19.0,37.0,28.9,0.0,999.9,0,132
1,2011,02,21,2011-02-21,32.3,29.8,1007.3,6.3,13.7,15.9,22.0,34.0,28.4,0.97,999.9,0,110
2,2011,02,22,2011-02-22,25.6,19.1,1021.8,7.2,7.7,15.0,20.0,28.9,24.1,0.02,999.9,0,127
3,2011,02,23,2011-02-23,27.8,20.4,1024.6,9.7,6.7,12.0,17.1,34.0,24.1,0.0,999.9,0,103
4,2011,02,24,2011-02-24,34.3,27.5,1018.4,6.1,8.3,14.0,15.9,37.9,32.0,0.07,999.9,0,119
5,2011,02,25,2011-02-25,32.5,23.4,1017.5,8.3,12.4,21.0,26.0,37.0,30.0,0.0,999.9,0,108
6,2011,02,26,2011-02-26,29.7,24.8,1018.6,4.4,3.4,8.0,999.9,32.0,26.6,0.04,999.9,0,151
7,2011,02,27,2011-02-27,32.6,27.2,1010.5,6.3,5.4,11.1,18.1,37.9,27.0,0.02,999.9,0,149
1,2011,02,28,2011-02-28,32.2,24.3,1014.9,7.8,12.1,19.0,27.0,37.9,28.0,0.32,999.9,0,111
2,2011,03,01,2011-03-01,32.7,22.9,1024.5,9.0,6.8,15.0,22.0,45.0,25.0,0.04,999.9,0,146
3,2011,03,02,2011-03-02,33.3,21.8,1028.3,10.0,8.9,13.0,19.0,44.1,27.0,0.0,999.9,0,105
4,2011,03,03,2011-03-03,33.4,18.8,1029.2,10.0,9.7,17.1,20.0,46.0,26.1,0.0,999.9,0,108
5,2011,03,04,2011-03-04,45.7,34.1,1017.5,9.1,6.7,12.0,21.0,59.0,41.0,0.0,999.9,0,139
6,2011,03,05,2011-03-05,34.8,31.8,1017.4,4.1,15.8,22.0,29.9,44.1,28.9,0.62,999.9,0,155
7,2011,03,06,2011-03-06,29.5,22.7,1026.6,8.9,11.3,18.1,22.0,32.0,26.6,0.01,999.9,0,135
1,2011,03,07,2011-03-07,29.9,24.0,1024.9,9.8,4.4,9.9,999.9,35.1,25.0,0.0,999.9,0,119
2,2011,03,08,2011-03-08,37.2,28.8,1023.5,7.8,6.4,15.0,18.1,45.0,30.9,0.0,999.9,0,112
3,2011,03,09,2011-03-09,43.0,39.6,1012.1,4.9,6.3,12.0,999.9,48.0,39.0,0.25,999.9,0,107
4,2011,03,10,2011-03-10,34.8,28.5,1016.3,8.3,11.8,15.0,21.0,42.1,32.0,0.15,999.9,0,138
5,2011,03,11,2011-03-11,36.3,22.7,1018.3,10.0,6.6,9.9,15.0,48.0,28.0,0.01,999.9,0,119
6,2011,03,12,2011-03-12,40.3,30.3,1010.5,10.0,13.8,20.0,33.0,45.0,35.1,0.0,999.9,0,173
7,2011,03,13,2011-03-13,32.0,23.4,1024.9,10.0,6.8,18.1,24.1,43.0,25.0,0.0,999.9,0,150
1,2011,03,14,2011-03-14,35.0,26.5,1029.9,10.0,7.0,11.1,999.9,42.1,28.9,0.0,999.9,0,125
2,2011,03,15,2011-03-15,36.0,27.2,1022.1,9.9,7.3,9.9,999.9,39.0,33.1,0.0,999.9,0,134
3,2011,03,16,2011-03-16,45.1,32.5,1019.0,8.5,5.1,11.1,18.1,62.1,33.1,0.0,999.9,0,118
4,2011,03,17,2011-03-17,56.7,45.3,1013.0,10.0,11.3,18.1,25.1,68.0,46.9,0.0,999.9,0,148
5,2011,03,18,2011-03-18,52.4,39.4,1018.5,9.9,7.6,15.0,20.0,66.9,43.0,0.0,999.9,0,157
6,2011,03,19,2011-03-19,41.4,29.9,1031.0,10.0,5.3,9.9,999.9,48.9,35.1,0.0,999.9,0,183
7,2011,03,20,2011-03-20,44.0,32.7,1025.0,9.5,9.7,15.0,25.1,51.1,37.9,0.0,999.9,0,158
