"","day","temp","dewp","max","min","NUM_REPORTS"
"5769",1,73.6,63.9,84.9,68,128
"5770",2,74.3,59.7,82,64.9,113
"5771",3,62.3,48,72,53.1,91
"5772",4,57,47.1,64,53.1,101
"5773",5,49.5,33.8,55,44.1,114
"5774",6,48,32.2,61,37.9,117
"5775",7,58,44.3,73,46.9,145
"5776",1,54.3,40.9,66.9,46.9,109
"5777",2,48.5,36.3,53.1,42.1,94
"5778",3,48.3,41.4,51.1,46,95
"5779",4,49,42.1,52,46,109
"5780",5,51.6,43.8,64.9,43,94
"5781",6,67.1,57.8,73,63,134
"5782",7,56.2,48.5,63,50,153
"5783",1,50.4,40.8,59,44.1,104
"5784",2,67.1,55.2,77,57.9,121
"5785",3,64.6,56.8,73,60.1,107
"5786",4,57.8,50.9,66,52,121
"5787",5,54.9,42.9,63,46,107
"5788",6,56.1,44,69.1,46.9,119
"5789",7,58.3,46,70,48,133
"5790",1,57.6,42.5,66.9,48,102
"5791",2,57.1,45.3,64,54,97
"5792",3,51.5,35.6,57.9,43,90
"5793",4,51.3,33.3,64,44.1,104
"5794",5,51.4,36.1,57.9,46.9,111
"5795",6,45.3,31.1,52,36,150
"5796",7,45.7,29.8,57,37,115
"5797",1,49,34.9,61,41,98
"5798",2,48.2,42,57,39,98
"5799",3,49.6,42.1,61,41,89
"5800",4,58.2,45.4,73.9,48.9,94
"5801",5,62.8,48.2,68,48.9,94
"5802",6,38.9,23.5,48.9,35.1,113
"5803",7,30.6,15.4,36,25,136
"5804",1,32,17.5,43,24.1,100
"5805",2,35.5,24.7,39.9,30,91
"5806",3,40.7,34.4,44.6,37.4,100
"5807",4,41.3,35.5,46,37,128
"5808",5,39,31.7,42.1,36,110
"5809",6,40,31.8,48,33.1,120
"5810",7,39.4,34.4,44.1,35.1,129
"5811",1,46.3,40.2,52,42.1,102
"5812",2,51.5,43.5,57.9,45,87
"5813",3,42.1,34,55,36,103
"5814",4,38.9,30.4,42.1,37,113
"5815",5,38.6,30.1,41,36,125
"5816",6,34.5,22.1,37.9,32,128
"5817",7,33,26,35.1,30.9,116
"5818",1,33.4,29.7,34,30,109
"5819",2,34.2,29.7,39.9,28.9,96
"5820",3,28.1,17.7,33.1,26.1,84
"5821",4,22.3,11.8,26.6,18,72
"5822",5,23.8,13.8,26.1,21,101
"5823",6,22,12.2,25,19.9,96
"5824",7,27.6,22.4,34,23,103
"5825",1,27,21.1,35.1,16,94
"5826",2,18.4,8.3,25,12,80
"5827",3,11.7,-0.6,21,3.9,77
"5828",4,5.8,-7.2,12.9,1,82
"5829",5,14.4,2.6,21,7,89
"5830",6,23.1,17.2,26.6,19.4,93
"5831",7,13.4,4.3,21.9,1.9,123
"5832",1,2.2,-8.8,14,-6,102
"5833",2,21,7.3,30,14,95
"5834",3,28.1,18.3,37,21.9,100
"5835",4,35.6,25.2,39,30,102
"5836",5,32.2,25.4,37.9,27,92
"5837",6,35.8,31.2,37,35.1,110
"5838",7,34.2,30,36,33.1,141
"5839",1,47.4,40.7,55,35.1,115
"5840",2,29.9,18.2,42.1,26.1,106
"5841",3,32.7,22.7,44.1,24.1,107
"5842",4,35,24.6,41,30.9,108
"5843",5,30.9,16.6,35.1,25,107
"5844",6,37.4,20.7,43,32,134
"5846",1,36.1,28.6,39.9,30.9,113
"5847",2,40.3,37.2,42.8,37,120
"5848",3,19.1,7.3,37,10.9,96
"5849",4,10.9,-1.9,16,8.1,91
"5850",5,5.9,-7.2,10.9,1,86
"5851",6,8.3,-5.4,19,1.9,108
"5852",7,10.9,-5,19.9,3.9,111
"5853",1,23.1,10.7,30,16,90
"5854",2,39.8,31.3,52,28,103
"5855",3,33.9,27.1,45,27,85
"5856",4,28.4,24.4,41,23,99
"5857",5,22.9,11.1,28.9,18,99
"5858",6,30.1,18.4,35.1,28,96
"5859",7,28.1,18.5,35.1,21.9,123
"5860",1,34.3,29,37,32,107
"5861",2,36.7,36,39.9,35.1,88
"5862",3,33.6,32,36,32,80
"5863",4,35.6,32.5,42.1,32,99
"5864",5,38.7,37.5,42.8,37,115
"5865",6,49.6,44.7,60.1,41,132
"5866",7,43.9,39.6,51.1,39.2,135
"5867",1,40.7,34.4,43,39,105
"5868",2,38.4,31.8,43,37,112
"5869",3,38.9,33.5,44.6,36,103
"5870",4,34.3,28.8,37.9,32,83
"5871",5,29,19.5,33.1,26.1,119
"5872",6,27.7,19.5,30,26.1,126
"5873",7,27.6,15.5,30,25,106
"5874",1,24.1,8.8,32,17.1,104
"5875",2,38.2,28.1,43,32,105
"5876",3,35.9,24.2,39,32,119
"5877",4,22,5.8,33.1,15.1,76
"5878",5,20.7,2.3,28.9,15.1,92
"5879",6,24.1,5.3,34,16,99
"5880",7,34,16.6,41,28.9,125
"5881",1,37.3,28,55,27,117
"5882",2,46,43.7,53.6,42.1,85
"5883",3,32.2,23.4,44.1,28,85
"5884",4,20.2,3,28,14,87
"5885",5,26.7,13.6,41,18,103
"5886",6,42.7,33,52,37.9,119
"5887",7,41.3,26.9,48.9,37,129
"5888",1,36.1,18.9,45,27,87
"5889",2,41.4,25.6,51.1,34,122
"5890",3,34.4,15.2,46,28,113
"5891",4,35.1,12.5,42.1,30.9,95
"5892",5,46.4,28.9,66.9,32,99
"5893",6,56.9,34.7,70,45,123
"5894",7,51.4,33,66.9,37.9,126
"5895",1,55.1,40.8,69.1,46,105
"5896",2,59.7,49.4,64.9,54,117
"5897",3,57.9,52.1,66.9,52,114
"5898",4,51.6,44,64.9,37.9,92
"5899",5,40.8,37.6,44.1,37.9,113
"5900",6,30.4,21,44.1,23,114
"5901",7,33.1,16,48.9,24.1,122
"5902",1,42.8,27.3,54,33.1,109
"5903",2,52,44.8,59,46.9,91
"5904",3,47.3,43.5,59,32,117
"5905",4,32.4,20.3,36,28.9,95
"5906",5,27.8,6.1,33.1,21,112
"5907",6,33.7,21.5,42.1,28.4,124
"5908",7,42.4,28.6,61,33.1,128
"5909",1,54.6,46.5,60.8,52,105
"5910",2,54.5,39.4,64,44.1,106
"5911",3,46.3,19,52,41,113
"5912",4,39.3,18.5,50,34,95
"5913",5,31.8,6.4,37,27,98
"5914",6,24,-4.8,30,18,121
"5915",7,27.1,1,36,19.9,108
"5916",1,29,21.8,33.1,26.1,85
"5917",2,26.6,19.3,30.9,21.2,79
"5918",3,24.1,7.7,33.1,17.1,93
"5919",4,29.8,11.9,42.1,19,108
"5920",5,39,31.1,48.9,35.1,99
"5921",6,42.4,31.8,50,39,114
"5922",7,41.5,30.6,53.1,30.9,135
"5923",1,47.9,39.4,54,43,113
"5924",2,43.3,29.8,55,35.1,108
"5925",3,32.3,19.1,37.9,28.9,101
"5926",4,37.8,21.5,51.1,30.9,107
"5927",5,59.9,40.9,82,46.9,109
"5928",6,43.7,41.3,48,39.2,142
"5929",7,53.1,50.2,62.1,45,135
"5930",1,50,47.7,55.9,44.1,124
"5931",2,43.1,36.9,46.9,39.9,109
"5932",3,42.3,36,48.9,36,113
"5933",4,44.1,41.1,46.9,41,100
"5934",5,39.6,36.9,45,37,99
"5935",6,44.2,27.9,55.9,33.1,149
"5936",7,50.3,27.7,60.1,42.1,131
"5937",1,49.3,42.3,53.1,46.9,117
"5938",2,48.6,44.2,55.9,46,121
"5939",3,44.9,40.2,51.1,41,116
"5940",4,42.9,34.3,52,37.9,93
"5941",5,43.8,21.9,54,37,103
"5942",6,51.2,27.3,66.9,39.9,121
"5943",7,64.8,44.4,77,57,148
"5944",1,68,54.3,78.1,57.9,118
"5945",2,47.7,41.4,55,42.1,116
"5946",3,48.2,36.3,57,39,123
"5947",4,50.9,36.5,62.1,45,103
"5948",5,55.4,43.1,69.1,46,121
"5949",6,70.3,56.2,82,62.1,144
"5950",7,67.8,53,79,60.1,139
"5951",1,59.7,35.9,69.1,48.9,130
"5952",2,58.1,40.2,77,44.1,111
"5953",3,64.5,54,75.9,51.1,113
"5954",4,58.4,49.5,75,46,114
"5955",5,50.6,36.1,59,45,120
"5956",6,50.3,31.3,57.9,44.1,137
"5957",7,54.9,29.2,69.1,39,129
"5958",1,57.7,35.4,72,42.1,127
"5959",2,66.4,45.7,80.1,57,112
"5960",3,71.3,55.3,78.1,66,119
"5961",4,54.6,49,71.1,45,122
"5962",5,49.6,40.9,59,42.1,143
"5963",6,45.6,39.6,53.1,41,111
"5964",7,45.2,44.2,46.9,42.8,123
"5965",1,51.7,46.7,57.9,45,131
"5966",2,46.1,39.2,51.1,42.1,103
"5967",3,48.1,34.3,55.9,37.9,118
"5968",4,48.9,37,52,46.9,116
"5969",5,49,38.3,57.9,43,108
"5970",6,50.5,36.3,57,45,153
"5971",7,48,26.1,57.9,37.9,126
"5972",1,46.6,26.8,55,39,113
"5973",2,48.3,37.1,60.1,42.1,110
"5974",3,55.4,41.4,64.9,50,90
"5975",4,54.7,48.7,63,48.9,98
"5976",5,59,42.2,71.1,46.9,114
"5977",6,63.2,45.4,81,48,121
"5978",7,63.3,45.1,80.1,54,166
"5979",1,64.9,45.9,84.9,51.1,141
"5980",2,76.9,58.3,89.1,66.9,112
"5981",3,78.9,59.2,86,71.1,142
"5982",4,75.5,59.6,82,64.9,134
"5983",5,48.3,41,75.9,44.1,106
"5984",6,53.3,48.7,68,46.9,108
"5985",7,62.1,54.3,68,53.1,192
"5986",1,59.1,43.6,75,48.9,127
"5987",2,60.9,54.3,68,57,116
"5988",3,57,53.2,61,54,107
"5989",4,58.3,51.5,70,52,124
"5990",5,60.8,52.8,71.1,52,104
"5991",6,63.4,55.2,75,55.9,125
"5992",7,67,56.4,77,59,137
"5993",1,70.1,47.9,78.1,61,166
"5994",2,66,44.8,73.9,55.9,142
"5995",3,64.8,45.1,73.9,54,108
"5996",4,67.1,42.4,79,55,151
"5997",5,71.9,42.4,84.9,57.9,125
"5998",6,75.2,49.4,86,63,156
"5999",7,81,59.6,91,72,159
"6000",1,71.3,57.5,89.1,64.9,109
"6001",2,64.8,46.5,75,55,131
"6002",3,67,45.9,75.9,57.9,114
"6003",4,70.4,45,82.9,57,109
"6004",5,75.6,53.4,89.1,66,115
"6005",6,76.1,55.2,91,68,141
"6006",7,82.1,57.6,93.9,71.1,163
"6007",1,84.7,62.1,95,73.9,128
"6008",2,80.3,64.5,91.9,72,120
"6009",3,77.7,66.2,90,68,131
"6010",4,77.2,64.8,91,70,126
"6011",5,77.8,62.2,89.1,66.9,134
"6012",6,80.5,67.5,88,73,157
"6013",7,75.6,63.8,82.9,71.1,167
"6014",1,70.7,56,79,64,139
"6015",2,66.6,54.6,80.1,59,119
"6016",3,68.5,56.2,79,57,97
"6017",4,79.3,66.3,89.1,71.1,136
"6018",5,76.7,62.8,84,66.9,113
"6019",6,70,52,80.1,62.1,131
"6020",7,65.4,46.6,73,55.9,159
"6021",1,64.7,46.8,73.9,55,132
"6022",2,65.3,45.7,77,54,137
"6023",3,69.8,52.3,82.9,63,103
"6024",4,76.2,64.7,82.9,68,120
"6025",5,73.7,67.5,82.9,66.9,111
"6026",6,76.3,61.2,82.9,68,146
"6027",7,75.4,57.3,89.1,62.1,157
"6028",1,75.2,64.5,82.9,70,138
"6029",2,74.5,62.8,84,68,155
"6030",3,78.3,61.5,87.1,71.1,171
"6031",4,82.2,64.4,91.9,72,125
"6032",5,81.5,67.7,91,75.9,131
"6033",6,71.5,55.4,78.1,64,133
"6034",7,74.7,52.5,87.1,61,164
"6035",1,78.2,67.9,84.9,68,119
"6036",2,78.2,70.6,86,72,110
"6037",3,77.3,70.8,80.1,69.1,102
"6038",4,78.4,69.5,84,73.9,114
"6039",5,72.2,61,82,66.9,128
"6040",6,71,59.1,82.9,61,159
"6041",7,73.1,62.5,81,70,158
"6042",1,69.2,57.7,79,57.9,127
"6043",2,76,59.4,90,63,115
"6044",3,80.5,66.9,89.1,73,117
"6045",4,77.3,70,89.1,70,101
"6046",5,81.5,70.2,89.1,75,104
"6047",6,78,70.5,87.1,72,150
"6048",7,80.3,67.6,91,73,173
"6049",1,71.5,61,75.9,68,101
"6050",2,73.1,58.3,82,66,127
"6051",3,76.6,63.1,84.9,68,115
"6052",4,78.6,70.1,82,73.9,118
"6053",5,74.2,62.6,79,70,122
"6054",6,72.7,54.5,78.1,64.9,142
"6055",7,73.5,59,84,64,163
"6056",1,76.8,60.3,86,68,115
"6057",2,77.9,62.5,86,71.1,165
"6058",3,77.2,64.2,87.1,68,130
"6059",4,76.8,67.4,86,71.1,133
"6060",5,62.9,55.2,75.9,55.9,117
"6061",6,67.7,54.5,79,59,136
"6062",7,71.9,57.3,77,66,169
"6063",1,70.5,57.8,77,64,128
"6064",2,70.4,51.9,84,59,104
"6065",3,74.6,56.1,82.9,64,140
"6066",4,75.6,58.7,84.9,64.9,130
"6067",5,74,60.8,82,68,117
"6068",6,69.4,57.1,75.9,61,116
"6069",7,69.3,55.5,77,59,141
"6070",1,74,58.6,84,64.9,111
"6071",2,76.5,65.3,84,68,103
"6072",3,77.1,66.3,91.9,70,126
"6073",4,78.3,69.4,84,73,108
"6074",5,75.1,62.4,82.9,66.9,125
"6075",6,74.8,59.1,82,64,143
"6076",7,77.2,61.2,89.1,66.9,139
"6077",1,79.5,69.9,87.1,73,121
"6078",2,75.2,64.9,81,71.1,126
"6079",3,69.5,51.4,78.1,60.1,121
"6080",4,67.7,54.7,75.9,60.1,101
"6081",5,64.4,48.8,73,53.1,109
"6082",6,68.6,52.2,78.1,59,148
"6083",7,70.3,54.2,79,64,147
"6084",1,70.6,61.1,78.1,66,109
"6085",2,70,62.4,75.9,63,102
"6086",3,70.3,59.9,81,61,106
"6087",4,70.1,59.2,75,66.9,98
"6088",5,64.5,49.8,69.1,57.9,125
"6089",6,64,45.8,73.9,50,127
"6090",7,68.4,55,84,57,126
"6091",1,73.5,58.6,84,68,158
"6092",2,64.1,48.9,73.9,55,104
"6093",3,58.4,45,66.9,50,96
"6094",4,60.6,46.2,70,53.1,102
"6095",5,63.5,48.5,72,59,115
"6096",6,64.5,48.5,71.1,57,128
"6097",7,62.5,46.4,69.1,53.1,136
"6098",1,64,48.8,73.9,55,94
"6099",2,67,54,77,57.9,115
"6100",3,67.6,60.1,75.9,64,94
"6101",4,67.9,61,80.1,59,106
"6102",5,74.9,60.5,88,64,112
"6103",6,77.8,61.5,88,66.9,121
"6104",7,78.4,62.9,88,69.1,158
"6105",1,69.2,56.5,80.1,59,111
"6106",2,70.3,63.6,78.1,66,119
"6107",3,76.7,65.5,91.9,66,134
"6108",4,84,66.9,95,73.9,126
"6109",5,85.2,67.3,95,75,113
"6110",6,84.4,66.5,95,75,139
"6111",7,82.3,63.6,91.9,73,164
"6112",1,81.1,58.7,91.9,71.1,112
"6113",2,82,59.4,93,72,115
"6114",3,70.8,54.9,87.1,64,110
"6115",4,62.9,44.6,73,54,128
"6116",5,64.3,46.4,70,60.1,111
"6117",6,61.8,45.3,66,57,112
"6118",7,61.5,41.3,72,52,151
"6119",1,70.5,47.5,82.9,61,117
"6120",2,72.2,59.5,79,66.9,92
"6121",3,70.7,63.3,75,66,108
"6122",4,65.9,51.9,75.9,55.9,110
"6123",5,65.2,61.7,72,62.1,102
"6124",6,70.5,61.4,80.1,62.1,130
"6125",7,65.5,53.6,80.1,55.9,137
"6126",1,67.5,51.8,82,55,125
"6127",2,63.9,57,72,59,113
"6128",3,59.5,56.5,63,57,92
"6129",4,58.1,53.5,60.1,57,88
"6130",5,62.1,55.4,73.9,54,113
"6131",6,64.6,61.3,73,62.1,112
"6132",7,60.9,55.7,68,52,125
"6133",1,52.3,40.1,63,43,106
"6134",2,57.4,40.2,71.1,48.9,106
"6135",3,60,41,71.1,50,96
"6136",4,61.1,37.6,69.1,53.1,109
"6137",5,64.7,46,80.1,54,125
"6138",6,68.6,51.9,78.1,62.1,138
"6139",7,66,56.6,73.9,52,131
"6140",1,53.1,51.5,54,52,109
"6141",2,47.8,44.9,54,44.1,94
"6142",3,44.8,33.6,54,37.9,95
"6143",4,48.2,37.4,61,39,106
"6144",5,45.3,33.6,57.9,39,89
"6145",6,38.7,31.1,41,36,100
"6146",7,40,27.8,46,33.1,126
"6147",1,45,30.4,51.1,42.1,88
"6148",2,37.8,22.7,42.1,35.1,114
"6149",3,39.8,29.6,44.1,37,135
"6150",4,47.6,46.5,52,42.1,104
"6151",5,45.9,38.8,50,39.9,99
"6152",6,46,41.2,48.9,43,113
"6153",7,51.5,50.4,53.6,48.9,137
"6154",1,41.7,32.8,51.1,33.1,94
"6155",2,43.4,33.4,48,37.9,98
"6156",3,37.8,27.1,46.9,28.9,98
"6157",4,39,25.9,46.9,34,91
"6158",5,24.9,11.2,34,19.9,93
"6159",6,30.1,16.7,37,26.1,109
"6160",7,39,31.3,41,37,136
"6161",1,37.9,34.4,42.1,32,110
"6162",2,40.8,34.1,50,33.1,106
"6163",3,47.9,40.7,52,44.1,94
"6164",4,36.2,27.6,48,32,106
"6165",5,39.5,31.9,45,35.6,96
"6166",6,43.7,41.9,48,36,122
"6167",7,35,23.1,39.9,30,135
"6168",1,39.2,26.4,54,30,110
"6169",2,42.1,29.1,48,34,97
"6170",3,29.2,15.3,35.1,23,86
"6171",4,37.2,21.7,48,30.9,131
"6172",5,44.8,31.5,62.1,34,107
"6173",6,48.8,35.9,55,42.1,121
"6174",7,38.9,25.4,48.9,28,109
"6175",1,46.3,34.2,57,36,116
"6176",2,55.8,35.8,62.1,51.1,108
"6177",3,44.3,27.7,57.9,35.1,101
"6178",4,47.3,29.1,55,41,92
"6179",5,42.2,27.1,53.1,30.9,136
"6180",6,44.2,28.7,54,35.1,127
"6181",7,44.6,31.6,57.9,30.9,135
"6182",1,57.1,40.1,64.9,50,120
"6183",2,41.3,26.8,64,30,95
"6184",3,31.7,13.8,36,28,93
"6185",4,25.6,13.4,33.1,19,89
"6186",5,25.2,9.6,37,18,106
"6187",6,30,20.1,33.1,28,116
"6188",7,26.9,16.9,36,19.9,123
"6189",1,31.5,21.9,39.9,26.1,105
"6190",2,25.2,15.2,34,18,110
"6191",3,27.9,15.4,37.9,19,85
"6192",4,25.2,14.8,33.1,18,92
"6193",5,26.8,16,34,19,114
"6194",6,39.5,24.3,48,34,119
"6195",7,38.8,32.6,46.9,32,125
"6196",1,43.7,39,45,42.1,101
"6197",2,44.2,34.2,51.1,39,111
"6198",3,35.1,19.4,44.1,30,95
"6199",4,36.1,24.9,41,32,96
"6200",5,38.7,31.5,41,37,96
"6201",6,32.8,22.7,37.9,25,122
"6202",7,22.4,14.3,25,19.9,103
"6203",1,17,8.5,21.9,12,117
"6204",2,3.6,-8.1,12,-0.9,98
"6205",3,2.3,-8.5,8.1,-2.9,96
"6206",4,7.2,-1.7,14,1,88
"6207",5,12.7,7.1,15.8,10.9,94
"6208",6,10.5,2.1,16,3.9,111
"6209",7,1.1,-8,1.9,0,115
"6211",2,-2.8,-10.6,7,-9.9,85
"6212",3,12.2,3.5,18,1,71
"6213",4,8.3,-2.6,14,1.9,98
"6214",5,5.3,-5.3,12,0,106
"6215",6,6.7,-5.4,17.1,-0.9,121
"6216",7,17.7,7.3,30.9,6.1,130
"6217",1,34,29.8,37,30.9,92
"6218",2,30.5,28.2,34,28,94
"6219",3,38.6,37.6,52,30,114
"6220",4,56.6,53.9,60.8,45,90
"6221",5,24.3,18.2,36,21,105
"6222",6,14,-0.3,21.9,8.1,104
"6223",7,13.2,0.6,21.9,7,124
"6224",1,19,14.6,24.8,12.9,90
"6225",2,14.4,8.1,25,6.1,92
"6226",3,14.3,7.3,21,5,107
"6227",4,22.6,12.7,33.1,17.1,82
"6228",5,32.6,21.7,39,28,82
"6229",6,39.7,30.2,46.9,33.1,127
"6230",7,41.8,39.5,46,39,124
"6231",1,48.9,47.6,55,42.1,109
"6232",2,36,31,52,30,102
"6233",3,29.4,22.8,30.9,28,86
"6234",4,32.9,25.2,44.1,26.1,87
"6235",5,43.4,32.2,52,37,121
"6236",6,48.5,30.8,52,42.1,123
"6237",7,36.3,28,44.1,30,134
"6238",1,28.4,20.1,34,24.1,89
"6239",2,22.2,11,30.9,15.1,76
"6240",3,35.8,21.3,44.1,30,96
"6241",4,28.8,14.8,41,15.1,115
"6242",5,11.8,-5.4,19.9,5,103
"6243",6,27.6,9.3,42.1,19,101
"6244",7,26.7,20,39,14,110
"6245",1,6.6,-2.3,14,-0.9,82
"6246",2,13.4,6.9,21.9,6.1,93
"6247",3,18.4,12.2,19.9,15.8,88
"6248",4,14.4,6.6,21.9,9,94
"6249",5,24.8,21.5,28.9,19.4,95
"6250",6,21,15.5,27,17.1,99
"6251",7,22.4,17.9,26.1,19,104
"6252",1,16.9,5.8,28.9,3.9,84
"6253",2,24.5,14.1,36,17.1,104
"6254",3,34,28.4,46,28,113
"6255",4,41.5,41.2,48,39,125
"6256",5,36.2,25.6,46,30,95
"6257",6,25.4,16.8,36,17.1,111
"6258",7,29,24.5,39,19.9,116
"6259",1,44.5,41,57,37.9,108
"6260",2,59.3,57.7,66,46,98
"6261",3,32.8,26.8,46,28.9,91
"6262",4,34.6,27.2,39.9,28.9,114
"6263",5,40.7,37.6,45,39,95
"6264",6,37.7,32.5,43,35.1,130
"6265",7,41.6,31.9,52,34,135
"6266",1,41.9,26.9,55,28.9,88
"6267",2,50.1,32.1,62.1,41,99
"6268",3,51.8,39.9,60.1,39,101
"6269",4,39.5,35.3,44.1,37.9,147
"6270",5,37.4,24,46,30.9,104
"6271",6,38.1,20.7,43,33.1,132
"6272",7,38.6,22.1,46.9,32,129
"6273",1,37.9,20,43,34,111
"6274",2,36.1,32.7,42.1,34,108
"6275",3,31.7,22.6,36,26.1,91
"6276",4,28.8,14.5,36,24.1,96
"6277",5,30.1,16.3,39,23,101
"6278",6,33.4,17.6,39.9,25,136
"6279",7,35.1,22.5,41,30.9,144
"6280",1,36.9,23.1,46,28.9,100
"6281",2,31.8,21.2,39.9,28,102
"6282",3,31.7,15.4,46.9,21.9,104
"6283",4,39.9,25.4,48.9,30.9,107
"6284",5,32.6,22,37,30,109
"6285",6,36.7,25.3,45,33.1,143
"6286",7,40.8,21.2,55.9,28,150
"6287",1,41.5,25.7,53.1,37,93
"6288",2,33.8,22.3,37.9,28.9,123
"6289",3,34.3,20.7,39.9,30.9,115
"6290",4,35.3,19.6,48,25,79
"6291",5,36.7,22.4,43,30.9,98
"6292",6,36.8,22.5,41,34,122
"6293",7,34.6,17.2,42.1,28,132
"6294",1,41.4,23.5,55,32,118
"6295",2,49.9,46.3,53.1,46.9,116
"6296",3,45.7,36.7,53.1,39,113
"6297",4,45.4,39.7,48.9,41,99
"6298",5,39.6,28.6,48.9,35.1,109
"6299",6,46,33.3,60.1,37.9,124
"6300",7,33.8,15.3,46.9,27,161
"6301",1,33.1,16.5,45,23,108
"6302",2,40.2,35.9,43,37,99
"6303",3,32.8,24.7,37,27,98
"6304",4,32.3,17.5,42.1,24.1,108
"6305",5,35.6,26.5,39,32,112
"6306",6,29.2,8.2,39,21,125
"6307",7,31.9,14.2,39.9,23,127
"6308",1,34.5,28.5,39.9,30.9,101
"6309",2,37.1,24.7,46,28.9,102
"6310",3,48.5,32,66,39,115
"6311",4,59.5,42.6,75,48,136
"6312",5,45.8,39.4,53.1,42.1,133
"6313",6,40.4,38.6,44.1,37.9,116
"6314",7,36.7,35,39,35.1,109
"6315",1,31.3,26,36,28,108
"6316",2,35,22.3,45,30,107
"6317",3,35.1,26.4,37.9,32,94
"6318",4,41.1,29.6,55,33.1,98
"6319",5,46.8,21.6,61,33.1,119
"6320",6,47.2,20.3,53.1,41,120
"6321",7,51,23.1,62.1,44.1,136
"6322",1,51.9,29.3,64,43,119
"6323",2,55.8,42,64,50,120
"6324",3,49,35.8,59,43,109
"6325",4,49.3,29.1,66,36,110
"6326",5,51.9,31.3,61,44.1,116
"6327",6,43.9,29.3,51.1,37.9,122
"6328",7,44.5,20.1,57,33.1,150
"6329",1,57.9,20.4,80.1,42.1,132
"6330",2,71.7,38.4,86,57.9,160
"6331",3,77.2,52.5,88,66.9,126
"6332",4,65.4,59.8,78.1,57.9,133
"6333",5,67.9,54.9,75,57.9,131
"6334",6,70.7,45.2,82,57,164
"6335",7,63.5,41.8,82,55,167
"6336",1,60.3,40,73,50,123
"6337",2,69.8,40.4,82.9,55.9,128
"6338",3,71.1,49.5,82.9,60.1,121
"6339",4,66.1,54.4,78.1,59,118
"6340",5,53.5,44.6,64,48.9,102
"6341",6,49.1,44.6,53.1,46,143
"6342",7,54.4,49.6,69.1,48,165
"6343",1,63.8,56.6,86,53.1,140
"6344",2,64,58.9,69.1,60.1,124
"6345",3,62.6,45.8,77,48.9,119
"6346",4,65.2,50.5,75,55.9,135
"6347",5,58.4,46.6,68,53.1,119
"6348",6,61.1,57.7,69.1,57,135
"6349",7,51.5,47.3,60.1,45,154
"6350",1,54.8,52.2,64,48.9,103
"6351",2,60,56.6,66.9,55.9,144
"6352",3,63.7,52.1,78.1,51.1,109
"6353",4,71.8,54,87.1,59,114
"6354",5,78.5,55.9,90,68,140
"6355",6,78.3,64.7,90,69.1,175
"6356",7,83.4,63.5,96.1,72,199
"6357",1,84.1,63,96.1,75,185
"6358",2,77.7,60.9,93.9,70,154
"6359",3,77.5,66.6,87.1,72,129
"6360",4,77.7,68,89.1,70,132
"6361",5,71.1,60.5,87.1,60.1,179
"6362",6,60.9,53.3,73.9,53.1,147
"6363",7,67.5,54.8,79,60.1,160
"6364",1,68,48.5,80.1,55,122
"6365",2,67.2,48.9,80.1,55.9,105
"6366",3,63.5,48.2,80.1,52,133
"6367",4,73.8,57.8,81,66,130
"6368",5,65.6,55.9,73,61,122
"6369",6,66.5,60.4,81,57.9,133
"6370",7,65.5,63.6,71.1,61,143
"6371",1,64.1,62.8,69.1,61,119
"6372",2,70.6,66.7,81,64,127
"6373",3,75.1,61.8,81,69.8,121
"6374",4,72.9,52,81,62.1,106
"6375",5,76.6,57.8,89.1,64.9,136
"6376",6,82.2,69.5,93,70,157
"6378",1,86.7,72.7,95,79,169
"6379",2,73.3,67.5,84,66,147
"6380",3,70.4,64,79,66,142
"6381",4,66.5,64.2,69.1,64.4,104
"6382",5,63.2,60.7,66.9,61,116
"6383",6,68.3,58.2,80.1,60.8,126
"6384",7,73.7,63.2,82,66,165
"6385",1,70.1,61.8,78.1,64,143
"6386",2,74.9,64.6,84.9,68,124
"6387",3,73.3,68.4,79,69.8,124
"6388",4,76.1,65.4,87.1,66,137
"6389",5,83.5,71.8,95,73.9,143
"6390",6,87.3,76.5,95,79,142
"6391",7,84.9,73.6,93.9,78.1,190
"6392",1,77.2,65.5,81,72,135
"6393",2,78.5,64.6,91,68,123
"6394",3,83.9,73.6,91.9,77,181
"6395",4,80.3,73.5,95,72,154
"6396",5,74.8,60,79,71.1,117
"6397",6,71.7,51.1,81,63,143
"6398",7,75.6,55.3,88,64.9,166
"6399",1,80.1,61,91,68,126
"6400",2,82.2,65.1,88,78.1,124
"6401",3,78.3,57.9,86,71.1,104
"6402",4,79.3,61.6,87.1,72,115
"6403",5,82.1,63.4,93,72,130
"6404",6,78.3,69.2,90,73,135
"6405",7,81,71,91,73,173
"6406",1,83,72.1,93,75,120
"6407",2,77,61.9,84.9,69.1,117
"6408",3,72.6,55.2,79,64,125
"6409",4,76.7,57.7,89.1,66,134
"6410",5,75.7,66.6,84,70,120
"6411",6,71.5,67.6,77,69.8,151
"6412",7,71.6,68.3,77,69.8,145
"6413",1,73.6,64.9,82,68,137
"6414",2,75.7,64.3,84,66.9,115
"6415",3,79.1,59.6,89.1,68,123
"6416",4,77.5,60.4,84,72,104
"6417",5,71.1,56.1,79,63,117
"6418",6,71.9,54,82,61,108
"6419",7,72.4,56.8,80.1,64,162
"6420",1,72.5,59.2,81,63,129
"6421",2,74.3,62.4,80.1,68,124
"6422",3,73.7,62,86,63,144
